1;1;1;2021.06.01 14:00
1;1;291;2021.06.01 14:00
1;1;581;2021.06.01 14:00
1;1;871;2021.06.01 14:00
1;1;4981;2021.06.01 14:00
1;1;6226;2021.06.01 14:00
1;1;6516;2021.06.01 14:00
1;1;6806;2021.06.01 14:00
1;1;7096;2021.06.01 14:00
1;1;7386;2021.06.01 14:00
1;1;12451;2021.06.01 14:00
1;1;12741;2021.06.01 14:00
1;1;13031;2021.06.01 14:00
1;1;13321;2021.06.01 14:00
1;1;13611;2021.06.01 14:00
6;1;13616;2021.06.01 16:30
6;1;13326;2021.06.01 16:30
6;1;13036;2021.06.01 16:30
6;1;12746;2021.06.01 16:30
6;1;12456;2021.06.01 16:30
6;1;7391;2021.06.01 16:30
6;1;7101;2021.06.01 16:30
6;1;6811;2021.06.01 16:30
6;1;6521;2021.06.01 16:30
6;1;6231;2021.06.01 16:30
6;1;4986;2021.06.01 16:30
6;1;876;2021.06.01 16:30
6;1;586;2021.06.01 16:30
6;1;296;2021.06.01 16:30
6;1;6;2021.06.01 16:30
11;1;11;2021.06.01 19:00
11;1;301;2021.06.01 19:00
11;1;591;2021.06.01 19:00
11;1;881;2021.06.01 19:00
11;1;4991;2021.06.01 19:00
11;1;6236;2021.06.01 19:00
11;1;6526;2021.06.01 19:00
11;1;6816;2021.06.01 19:00
11;1;7106;2021.06.01 19:00
11;1;7396;2021.06.01 19:00
11;1;12461;2021.06.01 19:00
11;1;12751;2021.06.01 19:00
11;1;13041;2021.06.01 19:00
11;1;13331;2021.06.01 19:00
11;1;13621;2021.06.01 19:00
16;1;13626;2021.06.01 21:30
16;1;13336;2021.06.01 21:30
16;1;13046;2021.06.01 21:30
16;1;12756;2021.06.01 21:30
16;1;12466;2021.06.01 21:30
16;1;7401;2021.06.01 21:30
16;1;7111;2021.06.01 21:30
16;1;6821;2021.06.01 21:30
16;1;6531;2021.06.01 21:30
16;1;6241;2021.06.01 21:30
16;1;4996;2021.06.01 21:30
16;1;886;2021.06.01 21:30
16;1;596;2021.06.01 21:30
16;1;306;2021.06.01 21:30
16;1;16;2021.06.01 21:30
19;1;19;2021.06.02 14:00
19;1;309;2021.06.02 14:00
19;1;599;2021.06.02 14:00
19;1;889;2021.06.02 14:00
19;1;4999;2021.06.02 14:00
19;1;6244;2021.06.02 14:00
19;1;6534;2021.06.02 14:00
19;1;6824;2021.06.02 14:00
19;1;7114;2021.06.02 14:00
19;1;7404;2021.06.02 14:00
19;1;12469;2021.06.02 14:00
19;1;12759;2021.06.02 14:00
19;1;13049;2021.06.02 14:00
19;1;13339;2021.06.02 14:00
